"","concept_id","concept_name","domain_id","concept_class_id","vocabulary_id"
"311",40488048,"Malignant neoplasm of alveolus of mandible","condition","clinical finding","SNOMED"
"312",44782582,"Keratinizing squamous cell carcinoma of nasopharynx","condition","clinical finding","SNOMED"
"313",44783846,"Malignant melanoma of vestibule of mouth","condition","clinical finding","SNOMED"
"314",44782589,"Malignant melanoma of tongue","condition","clinical finding","SNOMED"
"315",44783847,"Malignant melanoma of floor of mouth","condition","clinical finding","SNOMED"
"316",44783848,"Malignant melanoma of palatine arch","condition","clinical finding","SNOMED"
"317",44782590,"Malignant melanoma of buccal mucosa","condition","clinical finding","SNOMED"
"318",44783851,"Undifferentiated nonkeratinizing carcinoma of nasopharynx","condition","clinical finding","SNOMED"
"319",44782652,"Malignant melanoma of gum","condition","clinical finding","SNOMED"
"320",45768871,"Primary adenocarcinoma of hypopharynx","condition","clinical finding","SNOMED"
"321",45768872,"Primary oxyphilic adenocarcinoma of oropharynx","condition","clinical finding","SNOMED"
"322",45768873,"Primary basal cell adenocarcinoma of oropharynx","condition","clinical finding","SNOMED"
"323",45768874,"Primary polymorphous low grade adenocarcinoma of oropharynx","condition","clinical finding","SNOMED"
"324",45768875,"Primary papillary adenocarcinoma of oropharynx","condition","clinical finding","SNOMED"
"325",45768876,"Primary mucinous adenocarcinoma of oropharynx","condition","clinical finding","SNOMED"
"326",45768877,"Primary clear cell adenocarcinoma of oropharynx","condition","clinical finding","SNOMED"
"327",45768878,"Primary adenocarcinoma of oropharynx","condition","clinical finding","SNOMED"
"328",45768882,"Primary mucoepidermoid carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"329",45772941,"Primary basaloid squamous cell carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"330",45768942,"Primary papillary squamous cell carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"331",45768943,"Primary undifferentiated carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"332",45768944,"Primary adenoid squamous cell carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"333",45768945,"Primary adenosquamous carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"334",45768946,"Primary basaloid carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"335",45768947,"Primary giant cell carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"336",45768948,"Primary spindle cell squamous cell carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"337",45768949,"Primary verrucous carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"338",45768950,"Primary lymphoepithelial carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"339",45768951,"Primary squamous cell carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"340",45768977,"Primary squamous cell carcinoma of nasopharynx","condition","clinical finding","SNOMED"
"341",45768978,"Overlapping squamous cell carcinoma of oropharynx","condition","clinical finding","SNOMED"
"342",45768980,"Primary squamous cell carcinoma of posterior wall of oropharynx","condition","clinical finding","SNOMED"
"343",45768982,"Primary squamous cell carcinoma of lateral wall of oropharynx","condition","clinical finding","SNOMED"
"344",45768984,"Primary squamous cell carcinoma of anterior surface of epiglottis","condition","clinical finding","SNOMED"
"345",45773564,"Primary squamous cell carcinoma of vallecula","condition","clinical finding","SNOMED"
"346",45768985,"Primary adenoid cystic carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"347",45772951,"Primary basaloid squamous cell carcinoma of oropharynx","condition","clinical finding","SNOMED"
"348",45769021,"Primary basaloid carcinoma of oropharynx","condition","clinical finding","SNOMED"
"349",45769022,"Primary papillary squamous cell carcinoma of oropharynx","condition","clinical finding","SNOMED"
"350",45769023,"Primary spindle cell squamous cell carcinoma of oropharynx","condition","clinical finding","SNOMED"
"351",45769024,"Primary adenosquamous carcinoma of oropharynx","condition","clinical finding","SNOMED"
"352",45769025,"Primary lymphoepithelial carcinoma of oropharynx","condition","clinical finding","SNOMED"
"353",45769026,"Primary squamous cell carcinoma of oropharynx","condition","clinical finding","SNOMED"
"354",45769027,"Primary myoepithelial carcinoma of oropharynx","condition","clinical finding","SNOMED"
"355",45769028,"Primary carcinoma ex pleomorphic adenoma of oropharynx","condition","clinical finding","SNOMED"
"356",45769029,"Primary epithelial-myoepithelial carcinoma of oropharynx","condition","clinical finding","SNOMED"
"357",45771025,"Primary cystadenocarcinoma of oropharynx","condition","clinical finding","SNOMED"
"358",45769030,"Primary acinar cell carcinoma of oropharynx","condition","clinical finding","SNOMED"
"359",45769031,"Primary mucoepidermoid carcinoma of oropharynx","condition","clinical finding","SNOMED"
"360",45769032,"Primary infiltrating duct carcinoma of oropharynx","condition","clinical finding","SNOMED"
"361",45771026,"Primary salivary gland-type tumor of oropharynx","condition","clinical finding","SNOMED"
"362",45769058,"Primary salivary gland type carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"363",45769059,"Overlapping squamous cell carcinoma of hypopharynx","condition","clinical finding","SNOMED"
"364",45769108,"Primary squamous cell carcinoma of posterior wall of hypopharynx","condition","clinical finding","SNOMED"
"365",45771033,"Primary squamous cell carcinoma of hypopharyngeal aspect of aryepiglottic fold","condition","clinical finding","SNOMED"
"366",45769121,"Primary squamous cell carcinoma of postcricoid region","condition","clinical finding","SNOMED"
"367",45769122,"Primary squamous cell carcinoma of pyriform sinus","condition","clinical finding","SNOMED"
"368",45769123,"Nonkeratinizing carcinoma of the nasopharynx","condition","clinical finding","SNOMED"
"369",36715797,"Primary adenocarcinoma of parotid gland","condition","clinical finding","SNOMED"
"370",36715837,"Primary undifferentiated carcinoma of oropharynx","condition","clinical finding","SNOMED"
"371",36716485,"Primary rhabdomyosarcoma of oral cavity","condition","clinical finding","SNOMED"
"372",36716486,"Primary rhabdomyosarcoma of pharynx","condition","clinical finding","SNOMED"
"373",36716502,"Primary squamous cell carcinoma of pharyngeal tonsil","condition","clinical finding","SNOMED"
"374",36716610,"Primary squamous cell carcinoma of base of tongue","condition","clinical finding","SNOMED"
"375",36717352,"Primary squamous cell carcinoma of lingual tonsil","condition","clinical finding","SNOMED"
"376",36717226,"Primary squamous cell carcinoma of parotid gland","condition","clinical finding","SNOMED"
"377",37116583,"Primary squamous cell carcinoma of oral cavity","condition","clinical finding","SNOMED"
"378",37116584,"Primary squamous cell carcinoma of lip","condition","clinical finding","SNOMED"
"379",37117762,"Primary squamous cell carcinoma of pharynx","condition","clinical finding","SNOMED"
"380",42537751,"Primary adenocarcinoma of sublingual gland","condition","clinical finding","SNOMED"
"381",42537752,"Primary adenocarcinoma of submandibular gland","condition","clinical finding","SNOMED"
"382",42537753,"Primary squamous cell carcinoma of submandibular gland","condition","clinical finding","SNOMED"
"383",42539700,"Primary squamous cell carcinoma of sublingual gland","condition","clinical finding","SNOMED"
"384",37018571,"Primary adenoid cystic carcinoma of nasopharynx","condition","clinical finding","SNOMED"
"385",37204489,"Malignant epithelial neoplasm of salivary gland","condition","clinical finding","SNOMED"
"386",3655852,"Papillary squamous cell carcinoma of nasopharynx","condition","clinical finding","SNOMED"
"387",140048,"Malignant melanoma of skin of lip","condition","clinical finding","SNOMED"
"388",4246793,"Primary malignant neoplasm of adenoid","condition","clinical finding","SNOMED"
"389",4246015,"Primary malignant neoplasm of alveolar ridge mucosa","condition","clinical finding","SNOMED"
"390",436643,"Primary malignant neoplasm of anterior aspect of epiglottis","condition","clinical finding","SNOMED"
"391",256633,"Primary malignant neoplasm of base of tongue","condition","clinical finding","SNOMED"
"392",434587,"Primary malignant neoplasm of dorsal surface of tongue","condition","clinical finding","SNOMED"
"393",4311476,"Primary malignant neoplasm of gingival mucosa","condition","clinical finding","SNOMED"
"394",434577,"Primary malignant neoplasm of hypopharyngeal aspect of aryepiglottic fold","condition","clinical finding","SNOMED"
"395",4311479,"Primary malignant neoplasm of hypopharyngeal aspect of interarytenoid fold","condition","clinical finding","SNOMED"
"396",132832,"Primary malignant neoplasm of inner aspect of lip","condition","clinical finding","SNOMED"
"397",137219,"Primary malignant neoplasm of inner aspect of lower lip","condition","clinical finding","SNOMED"
"398",138351,"Primary malignant neoplasm of inner aspect of upper lip","condition","clinical finding","SNOMED"
"399",4247831,"Primary malignant neoplasm of laryngeal surface of epiglottis","condition","clinical finding","SNOMED"
"400",434289,"Primary malignant neoplasm of lingual tonsil","condition","clinical finding","SNOMED"
"401",4247836,"Primary malignant neoplasm of major salivary gland","condition","clinical finding","SNOMED"
"402",436922,"Primary malignant neoplasm of postcricoid region","condition","clinical finding","SNOMED"
"403",435474,"Primary malignant neoplasm of posterior hypopharyngeal wall","condition","clinical finding","SNOMED"
"404",435190,"Primary malignant neoplasm of pyriform sinus","condition","clinical finding","SNOMED"
"405",433704,"Primary malignant neoplasm of retromolar area","condition","clinical finding","SNOMED"
"406",136915,"Primary malignant neoplasm of skin of lip","condition","clinical finding","SNOMED"
"407",254282,"Primary malignant neoplasm of soft palate","condition","clinical finding","SNOMED"
"408",439738,"Primary malignant neoplasm of sublingual gland","condition","clinical finding","SNOMED"
"409",4312691,"Primary malignant neoplasm of submaxillary gland","condition","clinical finding","SNOMED"
"410",437498,"Primary malignant neoplasm of tongue","condition","clinical finding","SNOMED"
"411",433709,"Primary malignant neoplasm of tonsillar fossa","condition","clinical finding","SNOMED"
"412",434285,"Primary malignant neoplasm of uvula","condition","clinical finding","SNOMED"
"413",438360,"Primary malignant neoplasm of vallecula","condition","clinical finding","SNOMED"
"414",437220,"Primary malignant neoplasm of ventral surface of tongue","condition","clinical finding","SNOMED"
"415",133969,"Primary malignant neoplasm of vermilion border of lip","condition","clinical finding","SNOMED"
"416",432254,"Primary malignant neoplasm of Waldeyer's ring","condition","clinical finding","SNOMED"
"417",4111775,"Carcinoma of hard palate","condition","clinical finding","SNOMED"
"418",438694,"Primary malignant neoplasm of hard palate","condition","clinical finding","SNOMED"
"419",4246138,"Primary malignant neoplasm of palatine bone","condition","clinical finding","SNOMED"
"420",140958,"Kaposi's sarcoma of palate","condition","clinical finding","SNOMED"
"421",4001170,"Overlapping malignant neoplasm of palate","condition","clinical finding","SNOMED"
"422",4089644,"Malignant neoplasm of junction of hard and soft palate","condition","clinical finding","SNOMED"
"423",4166769,"Palate carcinoma","condition","clinical finding","SNOMED"
"424",134290,"Primary malignant neoplasm of palate","condition","clinical finding","SNOMED"
"425",44784246,"Malignant melanoma of palate","condition","clinical finding","SNOMED"
"426",36715796,"Primary adenocarcinoma of palate","condition","clinical finding","SNOMED"
"427",36684449,"High grade astrocytoma of brain","condition","clinical finding","SNOMED"
"428",36684450,"Low grade astrocytoma of brain","condition","clinical finding","SNOMED"
"429",36684451,"Oligodendroglioma of cerebrum","condition","clinical finding","SNOMED"
"430",759902,"Oligodendroglioma of brain stem","condition","clinical finding","SNOMED"
"431",37016118,"Astrocytoma of brain stem","condition","clinical finding","SNOMED"
"432",36712712,"Primary basal cell carcinoma of left ear","condition","clinical finding","SNOMED"
"433",36712713,"Primary basal cell carcinoma of left eyelid","condition","clinical finding","SNOMED"
"434",36712714,"Primary basal cell carcinoma of right ear","condition","clinical finding","SNOMED"
"435",36712715,"Primary basal cell carcinoma of right eyelid","condition","clinical finding","SNOMED"
"436",36712731,"Malignant melanoma of left choroid","condition","clinical finding","SNOMED"
"437",36712732,"Malignant melanoma of right choroid","condition","clinical finding","SNOMED"
"438",36712744,"Primary squamous cell carcinoma of left ear","condition","clinical finding","SNOMED"
"439",36712746,"Primary squamous cell carcinoma of right ear","condition","clinical finding","SNOMED"
"440",35610168,"Malignant neoplasm of nose","condition","clinical finding","SNOMED"
"441",35610243,"Malignant neoplasm of jaw","condition","clinical finding","SNOMED"
"442",35610246,"Malignant neoplasm of supraclavicular fossa","condition","clinical finding","SNOMED"
"443",253977,"Overlapping malignant neoplasm of accessory sinuses","condition","clinical finding","SNOMED"
"444",22839,"Overlapping malignant neoplasm of larynx","condition","clinical finding","SNOMED"
"445",436352,"Primary malignant neoplasm of laryngeal cartilage","condition","clinical finding","SNOMED"
"446",4003674,"Primary malignant neoplasm of branchial cleft","condition","clinical finding","SNOMED"
"447",4003693,"Overlapping malignant neoplasm of brain","condition","clinical finding","SNOMED"
"448",4003694,"Primary malignant neoplasm of peripheral nerve of head, face AND/OR neck","condition","clinical finding","SNOMED"
"449",4002345,"Primary malignant neoplasm of peripheral nerves of head","condition","clinical finding","SNOMED"
"450",4003173,"Primary malignant neoplasm of peripheral nerves of face","condition","clinical finding","SNOMED"
"451",4001318,"Primary malignant neoplasm of peripheral nerves of neck","condition","clinical finding","SNOMED"
"452",438095,"Overlapping malignant neoplasm of eye and adnexa (primary)","condition","clinical finding","SNOMED"
"453",3656333,"Diffuse intrinsic pontine glioma","condition","clinical finding","SNOMED"
"454",4045412,"Orbital lymphoma","condition","clinical finding","SNOMED"
"455",36684467,"Merkel cell carcinoma of face","condition","clinical finding","SNOMED"
"456",761019,"Merkel cell carcinoma of neck","condition","clinical finding","SNOMED"
"457",761020,"Merkel cell carcinoma of scalp","condition","clinical finding","SNOMED"
"458",4046873,"Odontogenic ghost cell carcinoma","condition","clinical finding","SNOMED"
"459",761863,"Angiosarcoma of skin of cheek","condition","clinical finding","SNOMED"
"460",761906,"Primary adenocarcinoma of lacrimal gland","condition","clinical finding","SNOMED"
"461",4091932,"Malignant neoplasm of epiglottis, free border","condition","clinical finding","SNOMED"
"462",4095309,"Malignant neoplasm of glossoepiglottic fold","condition","clinical finding","SNOMED"
"463",4089646,"Malignant neoplasm of junctional region of epiglottis","condition","clinical finding","SNOMED"
"464",4092058,"Malignant tumor of opening of auditory tube","condition","clinical finding","SNOMED"
"465",4094854,"Malignant tumor of cervical part of esophagus","condition","clinical finding","SNOMED"
"466",4094870,"Malignant neoplasm of cartilage of nose","condition","clinical finding","SNOMED"
"467",4092209,"Malignant neoplasm of nasal conchae","condition","clinical finding","SNOMED"
"468",4092210,"Malignant tumor of nasal vestibule","condition","clinical finding","SNOMED"
"469",377229,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells","condition","clinical finding","SNOMED"
"470",4089671,"Malignant tumor of Eustachian tube","condition","clinical finding","SNOMED"
"471",4094871,"Malignant tumor of tympanic cavity","condition","clinical finding","SNOMED"
"472",4095443,"Malignant tumor of tympanic antrum","condition","clinical finding","SNOMED"
"473",4092211,"Malignant tumor of glottis","condition","clinical finding","SNOMED"
"474",4092212,"Malignant tumor of supraglottis","condition","clinical finding","SNOMED"
"475",4092213,"Malignant neoplasm of arytenoid cartilage","condition","clinical finding","SNOMED"
"476",4095446,"Malignant neoplasm of cricoid cartilage","condition","clinical finding","SNOMED"
"477",4092214,"Malignant neoplasm of cuneiform cartilage","condition","clinical finding","SNOMED"
"478",258084,"Malignant neoplasm of bones of skull and face","condition","clinical finding","SNOMED"
"479",4089761,"Malignant neoplasm of malar bone","condition","clinical finding","SNOMED"
"480",4092223,"Malignant neoplasm of orbital bone","condition","clinical finding","SNOMED"
"481",4095455,"Malignant neoplasm of cervical vertebra","condition","clinical finding","SNOMED"
"482",4095008,"Malignant neoplasm of cartilage of ear","condition","clinical finding","SNOMED"
"483",4089774,"Malignant neoplasm of tarsus of eyelid","condition","clinical finding","SNOMED"
"484",4089775,"Malignant neoplasm soft tissues of cervical spine","condition","clinical finding","SNOMED"
"485",4095589,"Malignant melanoma of ear and/or external auditory canal","condition","clinical finding","SNOMED"
"486",4092364,"Malignant melanoma of auricle (ear)","condition","clinical finding","SNOMED"
"487",4089861,"Malignant melanoma of external auditory meatus","condition","clinical finding","SNOMED"
"488",4092366,"Malignant melanoma of chin","condition","clinical finding","SNOMED"
"489",4095590,"Malignant melanoma of forehead","condition","clinical finding","SNOMED"
"490",4095591,"Malignant melanoma of temple","condition","clinical finding","SNOMED"
"491",4095592,"Malignant melanoma of scalp and/or neck","condition","clinical finding","SNOMED"
"492",4095142,"Malignant melanoma of scalp","condition","clinical finding","SNOMED"
"493",4095593,"Malignant melanoma of neck","condition","clinical finding","SNOMED"
"494",4095598,"Malignant neoplasm of skin of ear and external auditory canal","condition","clinical finding","SNOMED"
"495",4095148,"Malignant neoplasm of skin of auricle (ear)","condition","clinical finding","SNOMED"
"496",4092379,"Malignant neoplasm of skin of external auditory meatus","condition","clinical finding","SNOMED"
"497",4091333,"Malignant neoplasm of skin of cheek, external","condition","clinical finding","SNOMED"
"498",4092380,"Malignant neoplasm of skin of nose (external)","condition","clinical finding","SNOMED"
"499",4092381,"Malignant neoplasm of skin of temple","condition","clinical finding","SNOMED"
"500",4092382,"Malignant neoplasm of scalp and/or skin of neck","condition","clinical finding","SNOMED"
"501",439302,"Malignant neoplasm of scalp","condition","clinical finding","SNOMED"
"502",374297,"Malignant neoplasm of eyeball excluding conjunctiva, cornea, retina and choroid","condition","clinical finding","SNOMED"
"503",4095294,"Malignant tumor of ciliary body","condition","clinical finding","SNOMED"
"504",4095762,"Malignant tumor of iris","condition","clinical finding","SNOMED"
"505",4095295,"Malignant neoplasm of crystalline lens","condition","clinical finding","SNOMED"
"506",4095763,"Malignant neoplasm of sclera","condition","clinical finding","SNOMED"
"507",4095764,"Malignant neoplasm of connective tissue of orbit","condition","clinical finding","SNOMED"
"508",4092529,"Malignant neoplasm of extraocular muscle of orbit","condition","clinical finding","SNOMED"
"509",4092530,"Malignant tumor of lacrimal gland","condition","clinical finding","SNOMED"
"510",4092531,"Malignant neoplasm of lacrimal sac","condition","clinical finding","SNOMED"
"511",372569,"Malignant neoplasm of nasolacrimal duct","condition","clinical finding","SNOMED"
"512",4091490,"Malignant neoplasm of cerebrum (excluding lobes and ventricles)","condition","clinical finding","SNOMED"
"513",4091491,"Malignant neoplasm of basal ganglia","condition","clinical finding","SNOMED"
"514",4092532,"Malignant neoplasm of cerebral cortex","condition","clinical finding","SNOMED"
"515",4091492,"Malignant neoplasm of corpus striatum","condition","clinical finding","SNOMED"
"516",4095298,"Malignant neoplasm of globus pallidus","condition","clinical finding","SNOMED"
"517",4091493,"Malignant tumor of hypothalamus","condition","clinical finding","SNOMED"
"518",4091610,"Malignant neoplasm of thalamus","condition","clinical finding","SNOMED"
"519",4094251,"Malignant neoplasm of hippocampus","condition","clinical finding","SNOMED"
"520",4094252,"Malignant neoplasm of uncus","condition","clinical finding","SNOMED"
"521",4094254,"Malignant tumor of choroid plexus","condition","clinical finding","SNOMED"
"522",4091612,"Malignant neoplasm of floor of cerebral ventricle","condition","clinical finding","SNOMED"
"523",4095887,"Malignant neoplasm of cerebral peduncle","condition","clinical finding","SNOMED"
"524",4091614,"Malignant neoplasm of medulla oblongata","condition","clinical finding","SNOMED"
"525",4095888,"Malignant neoplasm of midbrain","condition","clinical finding","SNOMED"
"526",4095299,"Malignant neoplasm of pons","condition","clinical finding","SNOMED"
"527",4095889,"Malignant neoplasm of corpus callosum","condition","clinical finding","SNOMED"
"528",4095300,"Malignant neoplasm of tapetum","condition","clinical finding","SNOMED"
"529",4095303,"Malignant neoplasm of olfactory bulb","condition","clinical finding","SNOMED"
"530",4091616,"Malignant neoplasm of cerebral dura mater","condition","clinical finding","SNOMED"
"531",4091617,"Malignant neoplasm of cerebral arachnoid mater","condition","clinical finding","SNOMED"
"532",4091618,"Malignant neoplasm of cerebral pia mater","condition","clinical finding","SNOMED"
"533",4095892,"Malignant neoplasm of peripheral nerves of head, face and neck","condition","clinical finding","SNOMED"
"534",4095304,"Malignant neoplasm of pituitary gland and craniopharyngeal duct","condition","clinical finding","SNOMED"
"535",4095305,"Malignant tumor of craniopharyngeal duct","condition","clinical finding","SNOMED"
"536",438106,"Reticulosarcoma of lymph nodes of head, face and neck","condition","clinical finding","SNOMED"
"537",438380,"Lymphosarcoma of lymph nodes of head, face and neck","condition","clinical finding","SNOMED"
"538",436927,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck","condition","clinical finding","SNOMED"
"539",435198,"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face and neck","condition","clinical finding","SNOMED"
"540",440056,"Hodgkin's disease, mixed cellularity of lymph nodes of head, face and neck","condition","clinical finding","SNOMED"
"541",439286,"Hodgkin's disease, lymphocytic depletion of lymph nodes of head, face and neck","condition","clinical finding","SNOMED"
"542",435207,"Nodular lymphoma of lymph nodes of head, face and neck","condition","clinical finding","SNOMED"
"543",132570,"Leukemic reticuloendotheliosis of lymph nodes of head, face and neck","condition","clinical finding","SNOMED"
"544",4094540,"Mast cell malignancy of lymph nodes of head, face and neck","condition","clinical finding","SNOMED"
"545",765459,"Metastatic neoplasm of left basal ganglion","condition","clinical finding","SNOMED"
"546",4338758,"Malignant tumor of eyelid","condition","clinical finding","SNOMED"
"547",4338759,"Squamous cell carcinoma of eyelid","condition","clinical finding","SNOMED"
"548",4335883,"Basal cell carcinoma of eyelid","condition","clinical finding","SNOMED"
"549",4335884,"Sebaceous adenocarcinoma of eyelid","condition","clinical finding","SNOMED"
"550",4338760,"Malignant melanoma of eyelid","condition","clinical finding","SNOMED"
"551",4334094,"Kaposi's sarcoma of eyelid","condition","clinical finding","SNOMED"
"552",4334256,"Lymphoma of retina","condition","clinical finding","SNOMED"
"553",37018884,"Malignant glioma of eye","condition","clinical finding","SNOMED"
"554",4112589,"Malignant tumor of nasal skeleton","condition","clinical finding","SNOMED"
"555",4110434,"Malignant tumor of inferior turbinate","condition","clinical finding","SNOMED"
"556",4112593,"Malignant tumor of middle turbinate","condition","clinical finding","SNOMED"
"557",4110435,"Malignant tumor of posterior margin of nasal septum and choanae","condition","clinical finding","SNOMED"
"558",4110559,"Malignant tumor of anterior commissure","condition","clinical finding","SNOMED"
"559",4110562,"Malignant tumor of posterior commissure","condition","clinical finding","SNOMED"
"560",4110565,"Malignant tumor of suprahyoid epiglottis","condition","clinical finding","SNOMED"
"561",4110566,"Malignant tumor of infrahyoid epiglottis","condition","clinical finding","SNOMED"
"562",4110567,"Malignant tumor of laryngeal ventricle","condition","clinical finding","SNOMED"
"563",4111797,"Malignant tumor of parapharyngeal space","condition","clinical finding","SNOMED"
"564",4111799,"Carcinoma of cervical part of esophagus","condition","clinical finding","SNOMED"
"565",4110884,"Astrocytoma of brain","condition","clinical finding","SNOMED"
"566",4112961,"Oligodendroglioma of brain","condition","clinical finding","SNOMED"
"567",4114193,"Pituitary carcinoma","condition","clinical finding","SNOMED"
"568",4114198,"Malignant tumor of olfactory tract","condition","clinical finding","SNOMED"
"569",4116215,"Malignant tumor of optic nerve and sheath","condition","clinical finding","SNOMED"
"570",4114199,"Malignant tumor of optic nerve sheath","condition","clinical finding","SNOMED"
"571",4112969,"Malignant meningioma of optic nerve sheath","condition","clinical finding","SNOMED"
"572",4110889,"Malignant tumor of acoustic vestibular nerve","condition","clinical finding","SNOMED"
"573",4114201,"Adenoid cystic carcinoma of lacrimal gland","condition","clinical finding","SNOMED"
"574",4112975,"Adenocarcinoma of lacrimal gland","condition","clinical finding","SNOMED"
"575",4116218,"Carcinoma ex pleomorphic adenoma of lacrimal gland","condition","clinical finding","SNOMED"
"576",4116219,"Liposarcoma of orbit","condition","clinical finding","SNOMED"
"577",4110891,"Rhabdomyosarcoma of orbit","condition","clinical finding","SNOMED"
"578",4112979,"Malignant hemangiopericytoma of orbit","condition","clinical finding","SNOMED"
"579",4116220,"Malignant fibrous histiocytoma of orbit","condition","clinical finding","SNOMED"
"580",4111002,"Squamous cell carcinoma of conjunctiva","condition","clinical finding","SNOMED"
"581",4112982,"Malignant melanoma of conjunctiva","condition","clinical finding","SNOMED"
"582",4114213,"Squamous cell carcinoma of cornea","condition","clinical finding","SNOMED"
"583",4111005,"Malignant melanoma of iris","condition","clinical finding","SNOMED"
"584",4112983,"Malignant melanoma of ciliary body","condition","clinical finding","SNOMED"
"585",4112984,"Adenocarcinoma of pigmented epithelium of ciliary body","condition","clinical finding","SNOMED"
"586",4114215,"Adenocarcinoma of non-pigmented epithelium of ciliary body","condition","clinical finding","SNOMED"
"587",4116224,"Malignant melanoma of choroid","condition","clinical finding","SNOMED"
"588",4116236,"Malignant tumor of ear, nose and throat","condition","clinical finding","SNOMED"
"589",4111022,"Malignant tumor of lateral nasal wall","condition","clinical finding","SNOMED"
"590",4111029,"Malignant tumor of pituitary and hypothalamus","condition","clinical finding","SNOMED"
"591",4114340,"Kaposi's sarcoma of conjunctiva","condition","clinical finding","SNOMED"
"592",4111030,"Kaposi's sarcoma of cornea","condition","clinical finding","SNOMED"
"593",4116348,"Metastasis to nervous system and eye","condition","clinical finding","SNOMED"
"594",4149839,"Malignant tumor of middle ear and mastoid","condition","clinical finding","SNOMED"
"595",4149850,"Malignant melanoma of head and neck","condition","clinical finding","SNOMED"
"596",4170619,"Malignant melanoma of eye","condition","clinical finding","SNOMED"
"597",4174443,"Malignant glioma of brain","condition","clinical finding","SNOMED"
"598",4174444,"Glioblastoma multiforme of brain","condition","clinical finding","SNOMED"
"599",4174769,"Primary cerebral lymphoma","condition","clinical finding","SNOMED"
"600",4172359,"Carcinoma of larynx","condition","clinical finding","SNOMED"
"601",4082011,"Malignant tumor of external ear","condition","clinical finding","SNOMED"
"602",4079553,"Anaplastic astrocytoma of brain","condition","clinical finding","SNOMED"
"603",4079153,"Medulloblastoma of cerebellum","condition","clinical finding","SNOMED"
"604",4080741,"Malignant lymphoma of thyroid gland","condition","clinical finding","SNOMED"
"605",4094020,"Malignant tumor of lacrimal drainage structure","condition","clinical finding","SNOMED"
"606",4083496,"Neuroblastoma of brain","condition","clinical finding","SNOMED"
"607",4111221,"Squamous cell carcinoma of skin of cheek","condition","clinical finding","SNOMED"
"608",4112780,"Metastasis to brain of unknown primary","condition","clinical finding","SNOMED"
"609",4110135,"Metastasis to eye of unknown primary","condition","clinical finding","SNOMED"
"610",4113636,"Carcinoma of skin of head/neck","condition","clinical finding","SNOMED"
"611",4123439,"Metastasis to head and neck lymph node","condition","clinical finding","SNOMED"
"612",4151310,"Malignant neoplasm of canthus","condition","clinical finding","SNOMED"
"613",4196112,"Retinal pigment epithelial adenocarcinoma","condition","clinical finding","SNOMED"
"614",4197474,"Malignant neoplasm of upper eyelid","condition","clinical finding","SNOMED"
"615",4197475,"Malignant neoplasm of lower eyelid","condition","clinical finding","SNOMED"
"616",4199641,"Leukemic infiltrate of choroid","condition","clinical finding","SNOMED"
"617",4197152,"Leukemic infiltrate of retina","condition","clinical finding","SNOMED"
"618",4178957,"Malignant tumor of middle ear","condition","clinical finding","SNOMED"
"619",4181340,"Malignant tumor of branchial cleft","condition","clinical finding","SNOMED"
"620",4177108,"Malignant tumor of nasal septum","condition","clinical finding","SNOMED"
"621",4181346,"Malignant tumor of mastoid air cells","condition","clinical finding","SNOMED"
"622",4177109,"Malignant tumor of ethmoid sinus","condition","clinical finding","SNOMED"
"623",4181348,"Malignant tumor of frontal sinus","condition","clinical finding","SNOMED"
"624",4177110,"Malignant tumor of sphenoid sinus","condition","clinical finding","SNOMED"
"625",4177111,"Malignant tumor of subglottis","condition","clinical finding","SNOMED"
"626",4181349,"Malignant tumor of laryngeal cartilage","condition","clinical finding","SNOMED"
"627",4181350,"Malignant tumor of soft tissue of head","condition","clinical finding","SNOMED"
"628",4180902,"Malignant tumor of soft tissue of face","condition","clinical finding","SNOMED"
"629",4181477,"Malignant neoplasm of eye","condition","clinical finding","SNOMED"
"630",4180906,"Malignant tumor of orbit","condition","clinical finding","SNOMED"
"631",4177231,"Malignant tumor of conjunctiva","condition","clinical finding","SNOMED"
"632",4181478,"Malignant tumor of cornea","condition","clinical finding","SNOMED"
"633",4178973,"Malignant tumor of retina","condition","clinical finding","SNOMED"
"634",4181479,"Malignant tumor of choroid","condition","clinical finding","SNOMED"
"635",4181480,"Malignant neoplasm of frontal lobe","condition","clinical finding","SNOMED"
"636",4180907,"Malignant neoplasm of temporal lobe","condition","clinical finding","SNOMED"
"637",4181481,"Malignant neoplasm of parietal lobe","condition","clinical finding","SNOMED"
