concept_id,concept_name,domain_id,concept_class_id,vocabulary_id,DN include,DN_comment
45768943,Primary undifferentiated carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45768944,Primary adenoid squamous cell carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45768945,Primary adenosquamous carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45768946,Primary basaloid carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45768948,Primary spindle cell squamous cell carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45768949,Primary verrucous carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45768950,Primary lymphoepithelial carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45768951,Primary squamous cell carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45768985,Primary adenoid cystic carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45769058,Primary salivary gland type carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45769059,Overlapping squamous cell carcinoma of hypopharynx,condition,clinical finding,SNOMED,Yes,
45771033,Primary squamous cell carcinoma of hypopharyngeal aspect of aryepiglottic fold,condition,clinical finding,SNOMED,Yes,
45769121,Primary squamous cell carcinoma of postcricoid region,condition,clinical finding,SNOMED,Yes,
434577,Primary malignant neoplasm of hypopharyngeal aspect of aryepiglottic fold,condition,clinical finding,SNOMED,Yes,
4311479,Primary malignant neoplasm of hypopharyngeal aspect of interarytenoid fold,condition,clinical finding,SNOMED,Yes,
4247831,Primary malignant neoplasm of laryngeal surface of epiglottis,condition,clinical finding,SNOMED,Yes,
436922,Primary malignant neoplasm of postcricoid region,condition,clinical finding,SNOMED,Yes,
4256777,Squamous cell carcinoma of pharynx,condition,clinical finding,SNOMED,Yes,
40486208,Carcinoma of pharynx,condition,clinical finding,SNOMED,Yes,
36716486,Primary rhabdomyosarcoma of pharynx,condition,clinical finding,SNOMED,Yes,
37117762,Primary squamous cell carcinoma of pharynx,condition,clinical finding,SNOMED,Yes,
4113107,"Carcinoma of lip, oral cavity and pharynx",condition,clinical finding,SNOMED,Yes,
4145095,Squamous cell carcinoma of mouth,condition,clinical finding,SNOMED,Yes,
4297188,Malignant melanoma of oral cavity,condition,clinical finding,SNOMED,Yes,
4311283,Malignant neoplasm of gum and contiguous sites,condition,clinical finding,SNOMED,Yes,
377229,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells",condition,clinical finding,SNOMED,Yes,
4095443,Malignant tumor of tympanic antrum,condition,clinical finding,SNOMED,Yes,
4092058,Malignant tumor of opening of auditory tube,condition,clinical finding,SNOMED,Yes,
4089671,Malignant tumor of Eustachian tube,condition,clinical finding,SNOMED,Yes,
4094871,Malignant tumor of tympanic cavity,condition,clinical finding,SNOMED,Yes,
36717484,Primary adenocarcinoma of middle ear,condition,clinical finding,SNOMED,Yes,
36717578,Primary squamous cell carcinoma of middle ear,condition,clinical finding,SNOMED,Yes,
37312118,Malignant middle ear paraganglioma,condition,clinical finding,SNOMED,Yes,
4246037,Primary malignant neoplasm of eustachian tube,condition,clinical finding,SNOMED,Yes,
4247336,Primary malignant neoplasm of middle ear,condition,clinical finding,SNOMED,Yes,
4092209,Malignant neoplasm of nasal conchae,condition,clinical finding,SNOMED,Yes,
4092210,Malignant tumor of nasal vestibule,condition,clinical finding,SNOMED,Yes,
4110434,Malignant tumor of inferior turbinate,condition,clinical finding,SNOMED,Yes,
4112593,Malignant tumor of middle turbinate,condition,clinical finding,SNOMED,Yes,
4110435,Malignant tumor of posterior margin of nasal septum and choanae,condition,clinical finding,SNOMED,Yes,
4111022,Malignant tumor of lateral nasal wall,condition,clinical finding,SNOMED,Yes,
4309385,Carcinoma of nasal meatus,condition,clinical finding,SNOMED,Yes,
40492934,Carcinoma of nasal cavity,condition,clinical finding,SNOMED,Yes,
44783845,Malignant melanoma of nasal cavity,condition,clinical finding,SNOMED,Yes,
36715799,Primary adenocarcinoma of nasal cavity,condition,clinical finding,SNOMED,Yes,
36716941,Primary squamous cell carcinoma of nasal cavity,condition,clinical finding,SNOMED,Yes,
438367,Primary malignant neoplasm of nasal cavity,condition,clinical finding,SNOMED,Yes,
253977,Overlapping malignant neoplasm of accessory sinuses,condition,clinical finding,SNOMED,Yes,
4181347,Malignant tumor of maxillary sinus,condition,clinical finding,SNOMED,Yes,
4177109,Malignant tumor of ethmoid sinus,condition,clinical finding,SNOMED,Yes,
4181348,Malignant tumor of frontal sinus,condition,clinical finding,SNOMED,Yes,
4177110,Malignant tumor of sphenoid sinus,condition,clinical finding,SNOMED,Yes,
44783808,Undifferentiated carcinoma of nasal sinus,condition,clinical finding,SNOMED,Yes,
44784245,Malignant melanoma of ethmoid sinus,condition,clinical finding,SNOMED,Yes,
44784247,Malignant melanoma of maxillary sinus,condition,clinical finding,SNOMED,Yes,
45768824,Primary adenocarcinoma of accessory sinus,condition,clinical finding,SNOMED,Yes,
45771012,Primary adenocarcinoma of maxillary sinus,condition,clinical finding,SNOMED,Yes,
45768828,Primary adenocarcinoma of ethmoidal sinus,condition,clinical finding,SNOMED,Yes,
45768829,Primary adenocarcinoma of frontal sinus,condition,clinical finding,SNOMED,Yes,
45768830,Primary adenocarcinoma of sphenoidal sinus,condition,clinical finding,SNOMED,Yes,
45771013,Primary carcinoma of accessory sinus,condition,clinical finding,SNOMED,Yes,
45768831,Primary carcinoma of ethmoidal sinus,condition,clinical finding,SNOMED,Yes,
45768832,Primary carcinoma of maxillary sinus,condition,clinical finding,SNOMED,Yes,
45772927,Primary carcinoma of sphenoidal sinus,condition,clinical finding,SNOMED,Yes,
45768833,Primary carcinoma of frontal sinus,condition,clinical finding,SNOMED,Yes,
45771014,Malignant melanoma of accessory sinus,condition,clinical finding,SNOMED,Yes,
45768836,Primary squamous cell carcinoma of accessory sinus,condition,clinical finding,SNOMED,Yes,
45771015,Primary squamous cell carcinoma of maxillary sinus,condition,clinical finding,SNOMED,Yes,
45768837,Primary squamous cell carcinoma of sphenoidal sinus,condition,clinical finding,SNOMED,Yes,
45768838,Primary squamous cell carcinoma of frontal sinus,condition,clinical finding,SNOMED,Yes,
45773563,Primary squamous cell carcinoma of ethmoidal sinus,condition,clinical finding,SNOMED,Yes,
45768841,Malignant melanoma of frontal sinus,condition,clinical finding,SNOMED,Yes,
45768842,Malignant melanoma of sphenoidal sinus,condition,clinical finding,SNOMED,Yes,
36715835,Primary squamous cell carcinoma of overlapping lesion of accessory sinuses,condition,clinical finding,SNOMED,Yes,
36715836,Primary adenocarcinoma of overlapping lesion of accessory sinuses,condition,clinical finding,SNOMED,Yes,
259748,Primary malignant neoplasm of accessory sinus,condition,clinical finding,SNOMED,Yes,
140046,Primary malignant neoplasm of ethmoidal sinus,condition,clinical finding,SNOMED,Yes,
132258,Primary malignant neoplasm of frontal sinus,condition,clinical finding,SNOMED,Yes,
137800,Primary malignant neoplasm of maxillary sinus,condition,clinical finding,SNOMED,Yes,
136639,Primary malignant neoplasm of sphenoidal sinus,condition,clinical finding,SNOMED,Yes,
22839,Overlapping malignant neoplasm of larynx,condition,clinical finding,SNOMED,Yes,
436352,Primary malignant neoplasm of laryngeal cartilage,condition,clinical finding,SNOMED,Yes,
4091932,"Malignant neoplasm of epiglottis, free border",condition,clinical finding,SNOMED,Yes,
4095309,Malignant neoplasm of glossoepiglottic fold,condition,clinical finding,SNOMED,Yes,
4089646,Malignant neoplasm of junctional region of epiglottis,condition,clinical finding,SNOMED,Yes,
4092211,Malignant tumor of glottis,condition,clinical finding,SNOMED,Yes,
4092212,Malignant tumor of supraglottis,condition,clinical finding,SNOMED,Yes,
4092213,Malignant neoplasm of arytenoid cartilage,condition,clinical finding,SNOMED,Yes,
4095446,Malignant neoplasm of cricoid cartilage,condition,clinical finding,SNOMED,Yes,
4092214,Malignant neoplasm of cuneiform cartilage,condition,clinical finding,SNOMED,Yes,
4095447,Malignant neoplasm of thyroid cartilage,condition,clinical finding,SNOMED,Yes,
4110559,Malignant tumor of anterior commissure,condition,clinical finding,SNOMED,Yes,
4110562,Malignant tumor of posterior commissure,condition,clinical finding,SNOMED,Yes,
4110565,Malignant tumor of suprahyoid epiglottis,condition,clinical finding,SNOMED,Yes,
4110566,Malignant tumor of infrahyoid epiglottis,condition,clinical finding,SNOMED,Yes,
4110567,Malignant tumor of laryngeal ventricle,condition,clinical finding,SNOMED,Yes,
4172359,Carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
4177111,Malignant tumor of subglottis,condition,clinical finding,SNOMED,Yes,
4181349,Malignant tumor of laryngeal cartilage,condition,clinical finding,SNOMED,Yes,
4180910,Malignant tumor of vocal cord,condition,clinical finding,SNOMED,Yes,
4178978,Malignant tumor of aryepiglottic fold - laryngeal aspect,condition,clinical finding,SNOMED,Yes,
4177237,Malignant tumor of false cord,condition,clinical finding,SNOMED,Yes,
4155169,Primary malignant neoplasm of false vocal cord,condition,clinical finding,SNOMED,Yes,
4155170,Primary malignant neoplasm of laryngeal aspect of aryepiglottic fold,condition,clinical finding,SNOMED,Yes,
26052,Primary malignant neoplasm of larynx,condition,clinical finding,SNOMED,Yes,
4162122,Primary malignant neoplasm of vocal cord,condition,clinical finding,SNOMED,Yes,
4157451,Carcinoma of glottis,condition,clinical finding,SNOMED,Yes,
4157452,Carcinoma of subglottis,condition,clinical finding,SNOMED,Yes,
4162136,Carcinoma of supraglottis,condition,clinical finding,SNOMED,Yes,
4162999,Carcinoma of vocal cord,condition,clinical finding,SNOMED,Yes,
4237016,Squamous cell carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
4252536,Squamous cell carcinoma of epiglottis,condition,clinical finding,SNOMED,Yes,
40490009,Transglottic malignant neoplasm of larynx,condition,clinical finding,SNOMED,Yes,
45768839,Primary squamous cell carcinoma of laryngeal cartilage,condition,clinical finding,SNOMED,Yes,
45768840,Primary squamous cell carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45768893,Primary undifferentiated carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45768894,Primary spindle cell squamous cell carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45768895,Primary basaloid carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45771018,Primary adenosquamous cell carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45768896,Primary adenoid squamous cell carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45768897,Primary papillary squamous cell carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45768898,Primary verrucous carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45768899,Overlapping squamous cell carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45768900,Overlapping squamous cell carcinoma of laryngeal cartilage,condition,clinical finding,SNOMED,Yes,
45768940,Primary adenocarcinoma of subglottis,condition,clinical finding,SNOMED,Yes,
45769017,Primary squamous cell carcinoma of supraglottis,condition,clinical finding,SNOMED,Yes,
45769018,Primary squamous cell carcinoma of subglottis,condition,clinical finding,SNOMED,Yes,
45769089,Primary basaloid squamous cell carcinoma of larynx,condition,clinical finding,SNOMED,Yes,
45769091,Primary squamous cell carcinoma of glottis,condition,clinical finding,SNOMED,Yes,
4246922,Primary malignant neoplasm of epiglottis,condition,clinical finding,SNOMED,Yes,
260336,Primary malignant neoplasm of glottis,condition,clinical finding,SNOMED,Yes,
4247830,Primary malignant neoplasm of laryngeal commissure,condition,clinical finding,SNOMED,Yes,
259755,Primary malignant neoplasm of subglottis,condition,clinical finding,SNOMED,Yes,
261514,Primary malignant neoplasm of supraglottis,condition,clinical finding,SNOMED,Yes,
